ACTL_FMLY_NUM,AGE,ARPU,AUTR_FAIL_MCNT,AUTR_FAIL_YN,AVG_CALL_FREQ,AVG_CALL_TIME,AVG_STLN_RATE,CB_GUIF_AMT,CB_GUIF_CNT,CNTT_LAMT_CNT,CNTT_LAMT_YN,CPT_LNIF_AMT,CPT_LNIF_BIG,CPT_LNIF_RATIO,CRDT_CARD,CRDT_CARD_CNT,CRDT_GRAD_DIFF,CRDT_LOAN_CNT,CRDT_OCCR_MDIF,CRLN_30OVDU_RATE,CRLN_OVDU_RATE,CRMM_OVDU_AMT,CTCD_OCCR_MDIF,CUST_FMLY_NUM,CUST_JOB_INCM,DTI,FAIL_COUNT,FMLY_CLAM_CNT,FMLY_GDINS_MNPREM,FMLY_PLPY_CNT,FMLY_SVINS_MNPREM,FMLY_TOT_PREM,FYCM_PAID_AMT,GDINS_MON_PREM,HIGH_AMT_RATE,HSHD_INFR_INCM,LAST_CHLD_AGE,LNIF_CNT,LOW_AMT_RATE,LT1Y_CLOD_RATE,LT1Y_CTLT_CNT,LT1Y_CTLT_YN,LT1Y_MXOD_AMT,LT1Y_PEOD_RATE_YN,LT1Y_SLOD_RATE,LT1Y_STLN_AMT,LTST_CRDT_GRAD,L_H_RATE,MATE_JOB_INCM,MAX_MON_PREM,MIN_CNTT_DATE,MOBL_FATY_PRC,MOBL_PRIN,MON_TLFE_AMT,NUM_DAY_SUSP,NUM_DAY_SUSP_YN,OVDU_HIGH_RATE,PREM_OVDU_RATE,SPART_LNIF_CNT,SPART_LNIF_YN,SPTCT_OCCR_MDIF,STLN_REMN_AMT,STRT_CRDT_GRAD,SVINS_MON_PREM,TEL_CNTT_QTR,TEL_OVDU_RATE,TLFE_UNPD_CNT,TOTAL_DELAY_RATE,TOT_CRLN_AMT,TOT_LNIF_AMT,TOT_LOAN_CNT,TOT_PREM,TOT_REPY_AMT,dv_0_1,dv_10_11,dv_10_9,dv_11_10,dv_11_12,dv_12_11,dv_12_13,dv_13_12,dv_13_14,dv_14_13,dv_14_15,dv_15_14,dv_15_16,dv_16_15,dv_16_17,dv_17_16,dv_17_18,dv_18_17,dv_18_19,dv_19_18,dv_19_20,dv_1_0,dv_1_2,dv_20_19,dv_20_21,dv_21_20,dv_21_22,dv_22_21,dv_22_23,dv_23_22,dv_23_24,dv_24_23,dv_24_25,dv_25_24,dv_25_26,dv_26_25,dv_26_27,dv_27_26,dv_27_28,dv_28_27,dv_28_29,dv_29_28,dv_29_30,dv_2_1,dv_2_3,dv_30_29,dv_30_31,dv_31_30,dv_31_32,dv_32_31,dv_32_33,dv_33_32,dv_33_34,dv_34_33,dv_34_35,dv_35_34,dv_35_36,dv_36_35,dv_36_37,dv_37_36,dv_37_38,dv_38_37,dv_38_39,dv_39_38,dv_39_40,dv_3_2,dv_3_4,dv_40_39,dv_40_41,dv_41_40,dv_41_42,dv_42_41,dv_42_43,dv_43_42,dv_43_44,dv_44_43,dv_44_45,dv_45_44,dv_45_46,dv_46_45,dv_46_47,dv_47_46,dv_47_48,dv_48_47,dv_48_49,dv_49_48,dv_49_50,dv_4_3,dv_4_5,dv_50_49,dv_50_51,dv_51_50,dv_51_52,dv_52_51,dv_52_53,dv_53_52,dv_53_54,dv_54_53,dv_54_55,dv_55_54,dv_55_56,dv_56_55,dv_56_57,dv_57_56,dv_57_58,dv_58_57,dv_58_59,dv_59_58,dv_59_60,dv_5_4,dv_5_6,dv_60_59,dv_60_61,dv_61_60,dv_61_62,dv_62_61,dv_62_63,dv_63_62,dv_63_64,dv_64_63,dv_64_65,dv_65_64,dv_65_66,dv_66_65,dv_66_67,dv_67_66,dv_67_68,dv_68_67,dv_68_69,dv_69_68,dv_69_70,dv_6_5,dv_6_7,dv_70_69,dv_70_71,dv_71_70,dv_71_72,dv_72_71,dv_72_73,dv_73_72,dv_7_6,dv_7_8,dv_8_7,dv_8_9,dv_9_10,dv_9_8,SEX_0,SEX_1,SEX_2,TEL_MBSP_GRAD_0,TEL_MBSP_GRAD_E,TEL_MBSP_GRAD_Q,TEL_MBSP_GRAD_R,TEL_MBSP_GRAD_W,CBPT_MBSP_YN_N,CBPT_MBSP_YN_Y,PAYM_METD_0,PAYM_METD_G,PAYM_METD_K,PAYM_METD_O,PAYM_METD_R,LINE_STUS_S,LINE_STUS_U,LT1Y_PEOD_RATE_C_0,LT1Y_PEOD_RATE_C_10,LT1Y_PEOD_RATE_C_20,LT1Y_PEOD_RATE_C_30,LT1Y_PEOD_RATE_C_40,LT1Y_PEOD_RATE_C_50,LT1Y_PEOD_RATE_C_60,LT1Y_PEOD_RATE_C_90,LT1Y_PEOD_RATE_C_91,OCCP_NAME_C_01,OCCP_NAME_C_02,OCCP_NAME_C_03,OCCP_NAME_C_04,OCCP_NAME_C_05,OCCP_NAME_C_06,OCCP_NAME_C_07,OCCP_NAME_C_08,OCCP_NAME_C_09,OCCP_NAME_C_10,OCCP_NAME_C_11,OCCP_NAME_C_12,OCCP_NAME_C_13,OCCP_NAME_C_14,OCCP_NAME_C_15,OCCP_NAME_C_16,MATE_OCCP_NAME_C_01,MATE_OCCP_NAME_C_02,MATE_OCCP_NAME_C_03,MATE_OCCP_NAME_C_04,MATE_OCCP_NAME_C_05,MATE_OCCP_NAME_C_06,MATE_OCCP_NAME_C_07,MATE_OCCP_NAME_C_08,MATE_OCCP_NAME_C_09,MATE_OCCP_NAME_C_10,MATE_OCCP_NAME_C_11,MATE_OCCP_NAME_C_12,MATE_OCCP_NAME_C_13,MATE_OCCP_NAME_C_14,MATE_OCCP_NAME_C_15,MATE_OCCP_NAME_C_16,TARGET
1,65,50000,3,1.0,247,358,0,12001,1,0,0.0,6001,0,0.33299999999999996,363,3,0,0,0,0,0,0,121,1,0,0.0,3,0,40000,0,0,2000000,0,40000,0.500027776,4100,0,5,0.33337036800000003,0,0,0.0,0,0.0,0,0,0,9001.000333,0,80000,0,400000,0,60000,0,0.0,0.0,23,2,1.0,0,0,0,0,20111,0.0,0,23,0,18001,0.42,2000000,0,0.015384615384615384,0.0,0.0,0.0,0.0,6001.0,6001.0,0.0,0.0,0.33299999999999996,0.0009173553719008263,1090.09009009009,121.0,0.008264462809917356,3.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,40000.0,40000.0,769.2307692307692,16666.666666666668,0.0,0.0,0.0,0.0,2000000.0,2000000.0,0.0,0.0,40000.0,79995.55608686825,1.25006944e-05,0.00012195799414634147,8199.544498903997,4100.0,0.0,0.0,5.0,14.99833362514091,0.06667407360000001,0.33337036800000003,5.9999999999999995e-05,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9001.000333,9001.000333,0.0,0.0,0.3333333333333333,0.004048582995951417,80000.0,80000.0,0.0,0.0,400000.0,400000.0,0.0,0.0,60000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.5,0.08695652173913042,2.0,247.0,0.6899441340782123,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20111.0,20111.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,1.4493927125506072,358.0,18001.0,42859.52380952382,2.3332037109049496e-05,2.1e-07,4761904.761904762,2000000.0,0.0,0.0,0.0,12001.0,12001.0,1.0,8.332638946754439e-05,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,30,20000,0,0.0,0,0,0,0,0,0,0.0,9001,1,1.0,98,2,0,0,0,0,0,0,49,2,3900,2.3080000000000003,0,0,200000,2,0,24000000,800000,150000,0.0,5800,0,2,1.0,0,0,0.0,0,1.0,0,0,0,0.000111099,0,260000,0,800000,310000,60000,0,0.0,0.0,1,1,1.0,0,0,0,0,20144,0.0,0,1,0,9001,0.41,12000000,0,0.1,0.0,0.0,0.0,0.0,9001.0,9001.0,0.00011109876680368847,1.0,1.0,0.010204081632653059,98.0,49.0,0.020408163265306117,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,49.0,24.5,0.040816326530612235,0.0005128205128205128,1950.0,1689.774696707106,0.0005917948717948717,2.3080000000000003,0.0,0.0,0.0,0.0,200000.0,100000.0,666.6666666666666,20000.0,1e-05,2.0,0.0,0.0,24000000.0,30.0,0.03333333333333333,5.333333333333333,0.1875,150000.0,0.0,0.0,5800.0,5800.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111099,0.000111099,0.0,0.0,0.0,0.0,260000.0,260000.0,0.0,0.0,800000.0,2.5806451612903225,0.3875,5.166666666666667,0.1935483870967742,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20144.0,20144.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9001.0,21953.658536585368,4.555049438951228e-05,3.416666666666666e-08,29268292.68292683,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,45,30000,0,0.0,327,390,0,0,0,0,0.0,12001,1,1.0,484,4,0,0,0,0,0,0,121,2,6000,2.0,0,8,590000,5,230000,99000000,2500000,300000,0.0,10100,14,4,1.0,0,0,0.0,0,0.0,0,0,0,0.000166653,0,390000,0,300000,70000,50000,0,0.0,0.0,2,2,1.0,0,0,0,100000,20123,0.0,0,2,0,12001,0.82,56000000,0,0.13333333333333333,0.0,0.0,0.0,0.0,12001.0,12001.0,8.332638946754439e-05,1.0,1.0,0.002066115702479339,484.0,121.0,0.008264462809917356,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,121.0,60.5,0.016528925619834708,0.0003333333333333333,3000.0,3000.0,0.0003333333333333333,2.0,0.0,0.0,8.0,1.3559322033898305e-05,73750.0,118000.0,666.6666666666666,30000.0,8.474576271186439e-06,2.173913043478261e-05,46000.0,0.0023232323232323234,430.4347826086956,39.6,0.02525252525252525,8.333333333333334,0.12,300000.0,0.0,0.0,10100.0,721.4285714285713,0.0013861386138613859,3.5,0.2857142857142857,4.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000166653,0.000166653,0.0,0.0,0.0,0.0,390000.0,390000.0,0.0,0.0,300000.0,4.285714285714286,0.2333333333333333,1.4,0.7142857142857143,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,327.0,0.8384615384615385,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,4.969437956567112,0.20123,20123.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1926605504587156,390.0,12001.0,14635.365853658535,6.832763936338638e-05,1.4642857142857144e-08,68292682.92682928,56000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,65,20000,1,1.0,15,94,62,0,0,0,0.0,0,0,0.0,255,3,0,0,49,0,0,0,85,2,0,0.0,186,0,110000,4,100000,21000000,1500000,70000,1.0,8600,44,1,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,260000,0,800000,130000,30000,185,1.0,0.0,5,0,0.0,0,4000000,0,100000,20134,0.0,0,5,0,207001,-0.4,13000000,0,0.061538461538461535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,85.0,0.011764705882352941,3.0,0.0,0.0,0.0,0.0,49.0,49.0,16.25,0.00325,0.0,0.0,0.0,0.0,0.0,0.0,85.0,42.5,0.023529411764705882,2.0,0.0,0.0,0.0,0.0,186.0,186.0,0.0,0.0,110000.0,27500.0,307.6923076923077,20000.0,3.636363636363637e-05,4e-05,25000.0,0.0047619047619047615,210.0,14.0,0.07142857142857142,21.428571428571427,0.04666666666666667,70000.0,1.4285714285714285e-05,0.00011627906976744187,8600.0,195.45454545454547,0.005116279069767442,44.0,0.022727272727272728,1.0,0.0,0.0,5e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666668,260000.0,260000.0,0.0,0.0,800000.0,6.153846153846153,0.1625,4.333333333333333,0.2307692307692308,162.16216216216216,0.0061666666666666675,185.0,0.005405405405405407,1.0,0.0,0.0,5.0,5.0,0.0,0.0,15.0,0.1595744680851064,0.0,0.0,0.0,0.0,4000000.0,4000000.0,0.0,0.0,100000.0,4.966722956193504,0.20134000000000002,20134.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,6.2666666666666675,1.5161290322580645,207001.0,207001.0,-1.9323578146965474e-06,-3.0769230769230764e-08,13000000.0,13000000.0,0.0,0.6595744680851063,62.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,65,40000,0,0.0,157,213,0,0,0,0,0.0,0,0,0.0,484,4,0,0,85,0,0,0,121,1,0,0.0,0,2,0,1,0,7000000,300000,0,1.0,3400,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,60000,0,400000,140000,50000,0,0.0,0.0,17,0,0.0,0,0,0,0,20122,0.0,0,17,0,294001,-0.4,7000000,0,0.015384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,121.0,0.008264462809917356,4.0,0.0,0.0,0.0,0.0,85.0,85.0,65.0,0.001625,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,615.3846153846154,40000.0,1.0,1.0,0.0,0.0,7000000.0,23.33333333333333,0.042857142857142864,300000.0,0.0,0.0,1.0,0.0002941176470588235,3400.0,3400.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,60000.0,0.0,0.0,400000.0,2.8571428571428568,0.35,2.8,0.35714285714285715,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,157.0,0.7370892018779343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20122.0,20122.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,1.3566878980891723,213.0,294001.0,294001.0,-1.3605395900013944e-06,-5.714285714285714e-08,7000000.0,7000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,45,60000,0,0.0,114,271,0,0,0,0,0.0,0,0,0.0,242,2,0,0,1,0,0,0,121,1,5900,100.678,0,0,0,0,30000,5000000,0,0,1.0,9600,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,30000,0,900000,410000,100000,0,0.0,0.0,5,0,0.0,0,0,0,30000,20151,0.0,0,5,0,594001,-0.4,5000000,0,0.04444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,121.0,0.008264462809917356,2.0,0.0,0.0,0.0,0.0,1.0,1.0,22.5,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,0.0001694915254237288,5900.0,58.60267387115358,0.01706406779661017,100.678,0.0,0.0,0.0,0.0,0.0,0.0,1333.3333333333333,60000.0,0.0,0.0,30000.0,0.006,166.66666666666666,5000000.0,0.0,0.0,0.0,0.0,1.0,0.00010416666666666667,9600.0,9600.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,30000.0,0.0,0.0,900000.0,2.1951219512195124,0.4555555555555556,4.1,0.24390243902439024,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,114.0,0.4206642066420664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,1.4887598630340926,0.6717,20151.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.3771929824561404,271.0,594001.0,594001.0,-6.733995397314146e-07,-8e-08,5000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,40,60000,0,0.0,140,318,0,0,0,0,0.0,15001,0,1.0,484,4,0,0,1,0,0,0,121,1,0,0.0,0,3,90000,0,0,12000000,5400000,90000,15001.0,3800,0,2,1.0,0,0,0.0,0,0.0,0,0,0,6.670000000000001e-05,0,90000,0,800000,100000,120000,0,0.0,0.0,0,1,1.0,1,0,0,0,20121,0.0,0,0,0,15001,0.41,12000000,0,0.05,0.0,0.0,0.0,0.0,15001.0,15001.0,0.0,0.0,1.0,0.002066115702479339,484.0,121.0,0.008264462809917356,4.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.333333333333333e-05,30000.0,90000.0,1500.0,60000.0,0.0,0.0,0.0,0.0,12000000.0,2.2222222222222223,0.45,60.0,0.016666666666666666,5.999600026664889,0.1666777777777778,3.9476315789473686,0.2533164455702953,3800.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.670000000000001e-05,6.670000000000001e-05,0.0,0.0,0.0,0.0,90000.0,90000.0,0.0,0.0,800000.0,8.0,0.125,0.8333333333333334,1.2,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,0.440251572327044,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20121.0,20121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271428571428572,318.0,15001.0,36587.80487804878,2.733151123258449e-05,3.416666666666666e-08,29268292.68292683,12000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,40,60000,18,1.0,200,277,100,0,0,0,0.0,0,0,0.0,25,1,-1,5,25,0,0,0,25,2,0,0.0,18,17,490000,0,0,32000000,5000000,300000,1.0,4300,19,2,0.0,0,0,0.0,0,0.0,10,3000000,5,0.0,4300,590000,201111,900000,310000,80000,0,0.0,0.0,21,1,1.0,25,9000000,4,0,20143,0.0,0,31,12000000,1,0.49,19000000,12000000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.04,1.0,-1.0,-0.2,5.0,0.2,5.0,25.0,10.0,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,0.08,2.0,0.0,0.0,0.0,0.0,18.0,1.0588235294117647,0.9444444444444444,3.469387755102041e-05,28823.529411764703,490000.0,1500.0,3333.333333333333,0.0,0.0,0.0,0.0,32000000.0,6.4,0.15625,16.666666666666668,0.06,300000.0,3.3333333333333333e-06,0.00023255813953488373,4300.0,226.31578947368425,0.004418604651162791,9.5,0.10526315789473684,2.0,0.0,0.0,0.0003,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.3333333333333333e-06,300000.0,600000.0,1.6666666666666669e-06,5.0,0.0,0.0,4300.0,0.0072881355932203394,0.05555555555555555,0.005,137.2093023255814,2.9337032782891037,0.3408661016949153,0.22345666666666664,4.4751405940003295,2.9032258064516134,0.34444444444444444,3.875,0.25806451612903225,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.047619047619047616,1.0,200.0,0.7220216606498195,1.0,0.04,25.0,2.7777777777777783e-06,360000.0,2250000.0,4.4444444444444454e-07,4.0,0.0,0.0,20143.0,20143.0,0.0,0.0,0.0,0.0,31.0,2.5833333333333333e-06,387096.7741935484,12000000.0,1.385,2.77,8.333333333333334e-08,2.0408163265306123,0.49,2.5789473684210526e-08,38775510.20408163,1.5833333333333333,0.631578947368421,0.36101083032490977,100.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,55,30000,0,0.0,164,80,0,0,0,0,0.0,0,0,0.0,484,4,0,0,0,0,0,0,121,1,0,0.0,0,0,0,1,0,8000000,0,0,1.0,11700,0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,500000,490000,60000,0,0.0,0.0,2,0,0.0,0,0,0,0,20161,0.0,0,2,0,90001,-0.4,8000000,0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,121.0,0.008264462809917356,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0018333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.4545454545455,30000.0,1.0,1.0,0.0,0.0,8000000.0,8000000.0,0.0,0.0,0.0,0.0,1.0,8.547008547008547e-05,11700.0,11700.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,1.020408163265306,0.98,8.166666666666666,0.12244897959183673,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,164.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20161.0,20161.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.4878048780487805,80.0,90001.0,90001.0,-4.444395062277086e-06,-5e-08,8000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,35,40000,0,0.0,34,811,0,0,0,0,0.0,0,0,0.0,726,6,0,0,13,0,0,0,121,1,0,0.0,0,3,0,1,0,14000000,1100000,0,18002.0,4200,0,3,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,120000,0,0,0,40000,0,0.0,0.0,0,0,0.0,0,0,0,0,20102,0.0,0,0,0,129001,-1.2,14000000,0,0.028571428571428567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,121.0,0.008264462809917356,6.0,0.0,0.0,0.0,0.0,13.0,13.0,35.0,0.000875,0.0,0.0,0.0,0.0,0.0,0.0,121.0,121.0,0.008264462809917356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1142.857142857143,40000.0,1.0,1.0,0.0,0.0,14000000.0,12.727272727272727,0.07857142857142857,1100000.0,0.0,0.0,18002.0,4.286190476190476,0.2333074102877458,4200.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.04192355117139334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20102.0,20102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85294117647059,811.0,129001.0,129001.0,-9.302253470903326e-06,-8.571428571428572e-08,14000000.0,14000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
