Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
7887.0,717.0,6.0,24648.0,330.69,9.9,37.7649634794456,8.0,0.0,11021.0,11826.0,0.0,0.0
35018.0,716.0,10.0,100050.0,1525.76,12.0,36.87503570187084,12.0,0.0,49924.0,69052.0,0.0,0.0
6876.0,736.0,1.0,17878.0,263.7,25.3,6.0,7.0,1.0,7192.0,10319.0,1.0,0.0
17865.0,NaN,10.0,75915.0,613.65,23.6,36.23352807622765,15.0,1.0,7161.0,17214.0,1.0,0.0
5888.0,735.0,1.0,58878.0,1010.74,14.9,12.0,14.0,6.0,5347.0,15499.0,1.0,5.0
24585.0,748.0,6.0,132759.0,571.97,13.4,33.701831963865324,7.0,0.0,6007.0,47296.0,0.0,0.0
31561.0,NaN,3.0,87683.0,1826.73,10.3,34.442492355951806,9.0,0.0,10732.0,15354.0,0.0,0.0
25360.0,737.0,10.0,83759.0,1214.51,20.3,35.99409409908902,14.0,0.0,25752.0,48405.0,0.0,0.0
23604.0,708.0,3.0,80647.0,1102.18,12.0,1.0,14.0,0.0,1647.0,20853.0,0.0,0.0
10167.0,738.0,3.0,42701.0,761.51,25.8,36.68620780203792,7.0,0.0,11283.0,15759.0,0.0,0.0
28594.0,NaN,8.0,65215.0,733.66,13.3,31.0,6.0,0.0,6611.0,12042.0,0.0,0.0
5501.0,749.0,0.5,45009.0,186.04,14.2,35.0,6.0,0.0,6959.0,11599.0,0.0,0.0
2469.0,714.0,3.0,38516.0,735.66,9.6,36.437474663724224,9.0,0.0,3646.0,4148.0,0.0,0.0
4407.0,734.0,3.0,36058.0,157.15,13.1,28.0,6.0,0.0,2517.0,6308.0,0.0,0.0
11687.0,NaN,0.5,46149.0,1038.36,6.8,34.45375538140913,7.0,0.0,3193.0,4147.0,0.0,0.0
16495.0,718.0,10.0,44118.0,1352.95,12.6,46.10202167077559,7.0,1.0,17605.0,21654.0,1.0,0.0
10022.0,704.0,10.0,70154.0,684.0,16.4,43.0,7.0,0.0,5168.0,11114.0,0.0,0.0
5103.0,742.0,0.5,27556.0,464.32,20.4,5.0,6.0,0.0,1023.0,3678.0,0.0,0.0
11887.0,723.0,5.0,59436.0,1079.75,11.9,36.059736805099,15.0,0.0,13781.0,15061.0,0.0,0.0
14696.0,743.0,7.0,49965.0,828.58,6.2,39.816670840930406,5.0,0.0,7634.0,10084.0,0.0,0.0
20616.0,750.0,1.0,83445.0,559.78,13.0,36.028707963733986,11.0,0.0,4418.0,51368.0,0.0,0.0
5867.0,NaN,4.0,89625.0,62.74,20.2,30.073978373213485,2.0,0.0,0.0,0.0,0.0,0.0
17833.0,NaN,7.0,57542.0,891.9,12.5,35.3697691033907,10.0,0.0,17310.0,27304.0,0.0,0.0
11666.0,NaN,10.0,179395.0,1793.95,11.6,27.0,6.0,0.0,287.0,3935.0,0.0,0.0
30380.0,NaN,7.0,139160.0,1994.62,13.9,25.165118327383603,20.0,0.0,28516.0,29891.0,0.0,0.0
17890.0,NaN,9.0,94421.0,1106.29,18.0,27.0,11.0,0.0,15382.0,15712.0,0.0,0.0
19399.0,704.0,0.5,43851.0,1052.42,18.0,22.0,13.0,0.0,3400.0,5591.0,0.0,0.0
14873.0,NaN,3.0,44594.0,776.68,14.3,35.0,10.0,0.0,12496.0,21886.0,0.0,0.0
14702.0,738.0,1.0,84289.0,1130.87,22.2,30.0,8.0,0.0,14380.0,21559.0,0.0,0.0
21506.0,716.0,4.0,61446.0,1126.51,14.9,27.0,20.0,0.0,21076.0,51405.0,0.0,0.0
20122.0,NaN,10.0,55336.0,590.25,14.5,32.50544999094044,5.0,0.0,18393.0,22027.0,0.0,0.0
16986.0,NaN,10.0,66539.0,1852.01,14.7,24.0,16.0,0.0,12834.0,22959.0,0.0,0.0
18557.0,740.0,10.0,91829.0,133.92,18.3,33.788343793684376,11.0,0.0,7238.0,29305.0,0.0,0.0
11714.0,746.0,10.0,59548.0,1032.17,17.9,37.60394301763941,12.0,0.0,22026.0,38779.0,0.0,0.0
9860.0,NaN,1.0,41905.0,890.49,13.9,59.0,15.0,0.0,6750.0,14706.0,0.0,0.0
34986.0,706.0,10.0,83966.0,1378.45,16.8,34.88829162354931,11.0,0.0,11266.0,24599.0,0.0,0.0
10156.0,726.0,2.0,68045.0,191.1,15.0,35.00104452319696,5.0,0.0,6070.0,6806.0,0.0,0.0
16599.0,NaN,9.0,51903.0,973.18,15.6,78.0,18.0,1.0,17345.0,28204.0,1.0,0.0
12109.0,702.0,4.0,50455.0,908.19,22.6,33.89268114672695,10.0,0.0,7544.0,8272.0,0.0,0.0
28672.0,709.0,1.0,81920.0,2041.17,18.3,16.0,9.0,0.0,33437.0,40140.0,0.0,0.0
20958.0,732.0,10.0,46934.0,813.52,18.8,37.769976422871146,11.0,0.0,23533.0,24136.0,0.0,0.0
4000.0,NaN,8.0,40996.0,515.87,11.6,34.41430535560929,5.0,0.0,4593.0,7098.0,0.0,0.0
29858.0,NaN,2.0,68007.0,1547.16,18.6,7.0,11.0,0.0,29667.0,36535.0,0.0,0.0
8239.0,NaN,7.0,31426.0,387.59,13.8,8.0,10.0,0.0,593.0,2148.0,0.0,0.0
4963.0,747.0,5.0,40498.0,241.3,17.0,80.0,8.0,0.0,2396.0,14263.0,0.0,0.0
34195.0,NaN,10.0,81580.0,1706.37,20.8,33.74369751117762,13.0,0.0,34301.0,52691.0,0.0,0.0
27480.0,717.0,3.0,62226.0,1441.56,23.0,35.80950598401631,19.0,0.0,41773.0,71529.0,0.0,0.0
27726.0,NaN,10.0,71294.0,1823.95,22.0,25.0,17.0,0.0,13095.0,35393.0,0.0,0.0
7069.0,700.0,4.0,48842.0,561.68,9.0,15.0,8.0,0.0,4752.0,9000.0,0.0,0.0
11766.0,738.0,10.0,63733.0,881.64,19.4,27.0,7.0,0.0,9506.0,12950.0,0.0,0.0
7097.0,705.0,10.0,68999.0,620.99,16.3,33.67508447674833,7.0,0.0,7397.0,7586.0,0.0,0.0
6442.0,739.0,0.5,55517.0,127.69,32.5,28.0,6.0,0.0,5895.0,11697.0,0.0,0.0
15035.0,NaN,10.0,39090.0,801.34,22.7,76.0,14.0,0.0,59602.0,74877.0,0.0,0.0
22385.0,NaN,10.0,56092.0,1219.99,12.3,35.383906384042675,10.0,0.0,26574.0,36653.0,0.0,0.0
25610.0,712.0,10.0,112684.0,1709.04,16.7,13.0,12.0,0.0,21990.0,25839.0,0.0,0.0
15303.0,NaN,8.0,56111.0,855.69,25.7,1.0,12.0,0.0,4528.0,7546.0,0.0,0.0
12127.0,736.0,10.0,71753.0,980.62,19.0,38.60232369938289,5.0,2.0,14426.0,15766.0,0.0,2.0
20307.0,NaN,3.0,67857.0,1170.54,16.1,33.52513625425846,14.0,0.0,21942.0,27951.0,0.0,0.0
3289.0,NaN,1.0,74198.0,312.87,18.7,38.0,3.0,0.0,5293.0,6624.0,0.0,0.0
14646.0,708.0,1.0,73742.0,1929.59,24.5,33.336582126202266,14.0,0.0,4689.0,6865.0,0.0,0.0
16577.0,NaN,3.0,98670.0,2088.52,20.2,1.0,12.0,0.0,17130.0,31490.0,0.0,0.0
6121.0,742.0,10.0,76508.0,937.22,16.8,35.797413906252295,8.0,0.0,4287.0,10208.0,0.0,0.0
10663.0,734.0,10.0,31741.0,872.87,25.6,9.0,17.0,0.0,18816.0,30155.0,0.0,0.0
10224.0,716.0,7.0,73613.0,944.7,32.1,13.0,10.0,0.0,21448.0,32695.0,0.0,0.0
15083.0,736.0,1.0,60330.0,1231.74,9.1,18.0,11.0,0.0,13263.0,31206.0,0.0,0.0
17304.0,NaN,5.0,46823.0,1069.13,13.0,32.903043414557445,12.0,0.0,16000.0,16394.0,0.0,0.0
12724.0,731.0,4.0,32573.0,860.46,10.6,38.68686062998419,10.0,0.0,8344.0,9261.0,0.0,0.0
10222.0,NaN,10.0,49577.0,1371.62,12.4,40.956319926651176,23.0,1.0,14489.0,24725.0,1.0,0.0
9095.0,716.0,5.0,30234.0,481.22,14.0,2.0,17.0,1.0,7929.0,9778.0,0.0,1.0
34622.0,700.0,4.0,118704.0,1928.94,12.2,11.0,19.0,0.0,8169.0,23609.0,0.0,0.0
2477.0,722.0,1.0,61436.0,988.1,20.4,70.0,31.0,0.0,7115.0,20682.0,0.02453386029138129,0.0
5906.0,744.0,6.0,147660.0,1624.26,19.4,37.0,9.0,0.0,38965.0,45203.0,0.0,0.0
15293.0,NaN,3.0,53014.0,804.05,13.6,29.0,11.0,0.0,14913.0,18054.0,0.0,0.0
15147.0,737.0,6.0,171666.0,1473.47,14.5,34.50852781191589,6.0,3.0,13764.0,19089.0,0.0,3.0
25583.0,NaN,3.0,122796.0,2670.81,16.4,41.0,23.0,0.0,37383.0,52876.0,0.0,0.0
7647.0,731.0,0.5,24470.0,362.98,31.8,6.0,7.0,0.0,11891.0,13778.0,0.0,0.0
27316.0,NaN,2.0,71949.0,1121.2,19.0,37.0,20.0,0.0,27384.0,28887.0,0.0,0.0
9766.0,705.0,7.0,48834.0,754.08,16.9,44.0,6.0,0.0,6204.0,9649.0,0.0,0.0
4812.0,738.0,10.0,70175.0,771.93,21.1,5.0,11.0,0.0,28168.0,38272.0,0.0,0.0
5938.0,746.0,0.5,29688.0,286.98,10.7,39.4277991274638,5.0,0.0,10466.0,19098.0,0.0,0.0
3578.0,714.0,10.0,98131.0,1668.23,18.1,19.0,7.0,0.0,13838.0,18304.0,0.0,0.0
20928.0,716.0,1.0,83513.0,737.7,29.8,76.0,7.0,0.0,21334.0,24663.0,0.0,0.0
13623.0,739.0,9.0,33611.0,761.84,15.5,38.850665228107296,9.0,0.0,12410.0,16117.0,0.0,0.0
8232.0,746.0,8.0,50960.0,488.36,13.7,30.0,7.0,0.0,4735.0,19172.0,0.0,0.0
18675.0,707.0,10.0,58974.0,894.44,13.4,34.97955102833073,16.0,0.0,16635.0,29704.0,0.0,0.0
6408.0,NaN,0.5,31237.0,246.26,19.8,29.643267843103107,7.0,0.0,10842.0,20341.0,0.0,0.0
7966.0,714.0,1.0,114506.0,1278.65,18.7,31.064528412491104,11.0,0.0,2872.0,2966.0,0.0,0.0
28908.0,NaN,10.0,71525.0,1205.79,18.2,31.896456011463705,16.0,0.0,21698.0,24435.0,0.0,0.0
9968.0,738.0,2.0,30054.0,470.85,6.5,39.5718545307336,6.0,0.0,4940.0,8821.0,0.0,0.0
14924.0,NaN,10.0,85810.0,1237.1,31.4,42.0,20.0,0.0,14413.0,32100.0,0.0,0.0
20094.0,742.0,10.0,45212.0,847.72,23.7,37.625557398399906,13.0,0.0,24463.0,43841.0,0.0,0.0
9152.0,749.0,10.0,86601.0,1248.5,13.9,36.380862461388155,11.0,0.0,8584.0,20151.0,0.0,0.0
8882.0,NaN,1.0,19904.0,24.88,11.0,5.0,4.0,0.0,148.0,12357.0,0.0,0.0
13212.0,735.0,10.0,49187.0,1082.1,19.7,30.0,11.0,0.0,4019.0,5061.0,0.0,0.0
13505.0,720.0,5.0,42699.0,1188.45,14.3,2.0,11.0,1.0,4956.0,29856.0,1.0,0.0
15753.0,736.0,10.0,35044.0,814.78,22.3,38.27500393735573,11.0,0.0,30401.0,49594.0,0.0,0.0
35844.0,NaN,2.0,79470.0,1417.22,19.9,1.0,10.0,0.0,1729.0,5436.0,0.0,0.0
10250.0,731.0,4.0,56375.0,415.3,35.4,40.42056411940978,10.0,1.0,4876.0,16585.0,1.0,0.0
2024.0,721.0,1.0,30357.0,465.47,8.6,37.41852109423302,7.0,0.0,3761.0,6777.0,0.0,0.0
21185.0,NaN,1.0,59052.0,624.97,15.2,79.0,12.0,0.0,5864.0,20361.0,0.0,0.0
15173.0,708.0,10.0,51587.0,662.03,16.7,7.0,10.0,0.0,21192.0,45090.0,0.0,0.0
15028.0,745.0,10.0,118644.0,1384.18,15.3,16.0,8.0,1.0,9099.0,0.0,0.0,0.0
10201.0,733.0,7.0,36724.0,175.36,12.5,65.0,5.0,0.0,6100.0,6322.0,0.0,0.0
4201.0,NaN,4.0,65013.0,250.3,12.3,40.0,6.0,0.0,790.0,4203.0,0.0,0.0
19962.0,NaN,1.0,69612.0,1067.38,19.0,34.056660897668664,12.0,1.0,15223.0,30942.0,0.0,1.0
34612.0,NaN,6.0,82575.0,1699.67,23.2,33.642191801339656,11.0,0.0,51084.0,57721.0,0.0,0.0
6363.0,708.0,1.0,24855.0,559.24,9.9,16.0,11.0,0.0,5186.0,14325.0,0.0,0.0
19736.0,NaN,1.0,88812.0,1169.36,15.0,30.172467857850258,13.0,0.0,5506.0,17936.0,0.0,0.0
2375.0,716.0,1.0,32650.0,375.48,20.4,42.26159075311592,13.0,1.0,12346.0,20041.0,1.0,0.0
14675.0,750.0,10.0,104874.0,1354.62,21.9,34.0998799442715,18.0,0.0,21588.0,91475.0,0.0,0.0
10446.0,723.0,10.0,42678.0,650.83,20.0,22.0,9.0,1.0,6850.0,10720.0,1.0,0.0
12216.0,729.0,10.0,91620.0,1710.24,13.5,80.0,15.0,1.0,16003.0,40824.0,0.0,1.0
20767.0,NaN,10.0,96912.0,1017.58,22.7,12.0,10.0,3.0,9107.0,18287.0,0.0,2.0
11247.0,725.0,10.0,32134.0,326.7,11.1,52.0,9.0,0.0,5690.0,10537.0,0.0,0.0
32122.0,NaN,10.0,160106.0,2975.3,11.4,31.660203094072532,9.0,0.0,16091.0,20870.0,0.0,0.0
28354.0,NaN,7.0,70214.0,1661.74,19.6,34.058918561018764,14.0,0.0,61076.0,65044.0,0.0,0.0
19894.0,NaN,10.0,80584.0,778.98,12.4,31.41338885976689,14.0,0.0,5954.0,14210.0,0.0,0.0
15763.0,741.0,5.0,99998.0,1266.64,15.8,17.0,14.0,0.0,34992.0,55367.0,0.0,0.0
9118.0,743.0,5.0,49960.0,1157.4,30.0,10.0,15.0,0.0,22020.0,35981.0,0.0,0.0
12145.0,750.0,10.0,53641.0,1016.95,16.6,37.59995943143636,15.0,0.0,11884.0,30948.0,0.0,0.0
11731.0,725.0,8.0,69410.0,642.04,14.7,43.25949564578681,6.0,1.0,9753.0,10266.0,1.0,0.0
9603.0,705.0,3.0,55891.0,1001.38,27.2,40.80232554856234,8.0,1.0,5532.0,6601.0,1.0,0.0
5608.0,714.0,1.0,24517.0,531.2,5.9,38.55442350084173,5.0,0.0,11490.0,13827.0,0.0,0.0
13590.0,NaN,1.0,62415.0,1170.29,13.5,29.263170882247984,8.0,0.0,16865.0,17315.0,0.0,0.0
12043.0,726.0,10.0,65234.0,1043.74,22.5,42.70471796652888,9.0,1.0,9748.0,16246.0,1.0,0.0
11851.0,743.0,5.0,54318.0,742.35,12.9,38.00412226445097,9.0,0.0,13679.0,17185.0,0.0,0.0
8190.0,729.0,9.0,33782.0,501.1,11.4,37.744591505139226,11.0,0.0,11690.0,15565.0,0.0,0.0
14893.0,NaN,10.0,54109.0,1244.52,14.5,35.275905011283996,10.0,0.0,34140.0,43435.0,0.0,0.0
9790.0,708.0,2.0,34265.0,516.83,6.8,37.16950987364551,8.0,0.0,10375.0,16844.0,0.0,0.0
18439.0,709.0,10.0,49069.0,1071.34,31.0,34.786437141536304,11.0,0.0,29313.0,39559.0,0.0,0.0
14882.0,743.0,1.0,198420.0,3323.54,22.9,9.0,9.0,0.0,14441.0,22813.0,0.0,0.0
9661.0,722.0,9.0,33432.0,484.77,20.4,43.92250496580736,8.0,1.0,9457.0,27021.0,1.0,0.0
2524.0,NaN,10.0,48456.0,674.35,19.2,31.543825871236333,9.0,0.0,27904.0,32828.0,0.0,0.0
6828.0,725.0,2.0,58524.0,1292.41,10.4,41.0,12.0,0.0,10539.0,17449.0,0.0,0.0
12298.0,732.0,7.0,60699.0,1552.88,16.3,37.612226182130094,12.0,0.0,26073.0,35138.0,0.0,0.0
17609.0,701.0,10.0,78264.0,723.94,10.0,34.44443057243074,6.0,0.0,5604.0,12621.0,0.0,0.0
7808.0,709.0,10.0,58560.0,1351.76,13.1,36.01007618702109,9.0,0.0,12713.0,12881.0,0.0,0.0
3584.0,732.0,10.0,95568.0,1489.27,24.2,19.0,18.0,0.0,33310.0,48206.0,0.0,0.0
12155.0,742.0,10.0,55710.0,252.09,14.5,67.0,10.0,0.0,10826.0,20160.0,0.0,0.0
14720.0,NaN,5.0,45925.0,1274.41,8.1,9.0,9.0,0.0,5079.0,5199.0,0.0,0.0
34430.0,739.0,1.0,1623105.0,2637.55,14.7,17.0,15.0,0.0,26265.0,69668.0,0.0,0.0
16217.0,NaN,10.0,40639.0,565.56,13.0,33.616701232219484,9.0,0.0,2092.0,9774.0,0.0,0.0
12538.0,737.0,10.0,37814.0,747.77,18.0,60.0,10.0,1.0,4652.0,13216.0,0.0,0.0
8915.0,717.0,10.0,35158.0,987.34,23.0,24.0,11.0,1.0,9642.0,17188.0,1.0,0.0
30264.0,NaN,10.0,76669.0,677.24,27.5,75.0,11.0,1.0,3892.0,27216.0,1.0,0.0
9941.0,717.0,1.0,30368.0,478.29,16.0,64.0,11.0,0.0,13238.0,21351.0,0.0,0.0
12441.0,NaN,3.0,45702.0,201.09,6.0,32.838440290243696,9.0,0.0,3928.0,9135.0,0.0,0.0
19129.0,NaN,1.0,56937.0,697.48,10.1,33.6191047866046,15.0,0.0,11161.0,54442.0,0.0,0.0
4997.0,740.0,10.0,69958.0,1113.5,18.7,58.0,15.0,0.0,24623.0,35583.0,0.0,0.0
10154.0,735.0,0.5,45876.0,1146.89,22.5,36.263579328261926,12.0,0.0,6920.0,31742.0,0.0,0.0
19708.0,721.0,10.0,98540.0,2282.85,25.5,6.0,13.0,0.0,25943.0,26800.0,0.0,0.0
13206.0,NaN,6.0,50960.0,237.39,12.5,28.922668879986066,5.0,0.0,5539.0,6471.0,0.0,0.0
4963.0,724.0,7.0,47645.0,464.54,15.4,1.0,9.0,0.0,3295.0,6253.0,0.0,0.0
7838.0,733.0,4.0,62973.0,892.12,21.5,35.11522039277973,10.0,0.0,6912.0,11277.0,0.0,0.0
7587.0,744.0,8.0,30348.0,572.57,33.1,28.0,11.0,0.0,5809.0,12738.0,0.0,0.0
15036.0,747.0,6.0,87710.0,1264.49,30.8,41.33275745678061,14.0,1.0,11549.0,33474.0,1.0,0.0
4692.0,734.0,4.0,36285.0,347.73,12.4,37.904258125829344,3.0,0.0,184.0,293.0,0.0,0.0
6163.0,738.0,1.0,29820.0,591.43,11.8,39.07742259206932,6.0,0.0,11904.0,14807.0,0.0,0.0
11801.0,742.0,3.0,131118.0,134.4,16.9,31.40419020078071,7.0,0.0,690.0,3432.0,0.0,0.0
16251.0,710.0,10.0,51185.0,550.24,9.7,36.14425550500426,10.0,0.0,10117.0,23099.0,0.0,0.0
15122.0,710.0,10.0,54437.0,739.44,12.9,17.0,9.0,0.0,1371.0,3428.0,0.0,0.0
34965.0,NaN,0.5,72927.0,1059.87,20.7,21.0,8.0,0.0,19485.0,19985.0,0.0,0.0
8116.0,719.0,10.0,82153.0,787.31,15.0,7.0,6.0,0.0,2958.0,10995.0,0.0,0.0
5040.0,737.0,10.0,30237.0,642.54,20.4,8.0,7.0,0.0,6922.0,8371.0,0.0,0.0
20182.0,NaN,6.0,68619.0,476.33,13.5,32.12749680641689,5.0,0.0,8468.0,8775.0,0.0,0.0
24466.0,NaN,1.0,76455.0,1535.47,11.0,35.12142992077793,10.0,0.0,22113.0,24273.0,0.0,0.0
4862.0,NaN,3.0,47146.0,561.82,5.4,35.025081596688786,5.0,0.0,68.0,295.0,0.0,0.0
15947.0,732.0,5.0,60462.0,443.39,9.4,37.513850582947114,7.0,0.0,15687.0,20163.0,0.0,0.0
34591.0,NaN,3.0,79064.0,1080.54,40.8,37.0,7.0,0.0,50078.0,59264.0,0.0,0.0
10216.0,735.0,6.0,66404.0,1460.89,18.5,37.442319960016754,6.0,0.0,19055.0,21852.0,0.0,0.0
35714.0,728.0,4.0,110203.0,1864.27,18.0,39.0,17.0,0.0,38161.0,80002.0,0.0,0.0
31812.0,741.0,10.0,134317.0,2025.94,21.8,35.117075093453415,13.0,0.0,42948.0,85214.0,0.0,0.0
8457.0,728.0,0.5,23231.0,208.88,17.8,45.230050976099605,4.0,1.0,8392.0,14985.0,1.0,0.0
5574.0,724.0,3.0,53209.0,1188.33,11.0,36.61052319533445,12.0,0.0,9808.0,21002.0,0.0,0.0
1215.0,717.0,8.0,42521.0,719.31,29.4,42.0,13.0,0.0,17301.0,23475.0,0.0,0.0
16284.0,743.0,2.0,36503.0,1000.78,45.5,35.0,11.0,0.0,31267.0,39679.0,0.0,0.0
10032.0,730.0,2.0,35473.0,987.34,20.4,25.0,24.0,1.0,21101.0,41294.0,1.0,0.0
15266.0,709.0,1.0,40708.0,827.73,19.2,13.0,22.0,0.0,15516.0,27078.0,0.0,0.0
28350.0,741.0,5.0,121500.0,918.34,22.7,34.84054071146924,6.0,1.0,13913.0,22084.0,0.0,1.0
7817.0,709.0,1.0,21769.0,475.29,6.9,37.77528850020833,7.0,0.0,5578.0,7123.0,0.0,0.0
1968.0,NaN,1.0,23616.0,50.18,16.7,33.38850437933179,8.0,0.0,0.0,0.0,0.0,0.0
4456.0,734.0,5.0,32589.0,285.15,12.5,37.701239638870696,8.0,0.0,8501.0,13241.0,0.0,0.0
11664.0,NaN,1.0,36515.0,1104.57,8.4,37.26693918049653,8.0,0.0,15469.0,17343.0,0.0,0.0
11746.0,734.0,6.0,35749.0,521.34,10.6,15.0,15.0,0.0,15266.0,22483.0,0.0,0.0
1480.0,735.0,4.0,34528.0,417.21,6.5,37.528976484467954,13.0,0.0,2792.0,6997.0,0.0,0.0
29640.0,742.0,5.0,108680.0,1947.18,22.2,7.0,21.0,0.0,39068.0,108826.0,0.0,0.0
10096.0,745.0,1.0,131248.0,2745.27,17.0,36.17965276584661,13.0,1.0,27011.0,31299.0,0.0,1.0
11374.0,718.0,6.0,26642.0,454.92,19.9,36.042995366315886,14.0,0.0,15067.0,19466.0,0.0,0.0
16461.0,731.0,2.0,120264.0,1643.61,15.7,41.0,17.0,0.0,16928.0,52736.0,0.0,0.0
6038.0,721.0,10.0,125788.0,1404.62,17.1,31.874027458896887,18.0,0.0,39164.0,42385.0,0.0,0.0
22989.0,NaN,1.0,53449.0,1073.44,10.3,32.57353174377834,15.0,0.0,10631.0,16255.0,0.0,0.0
23496.0,744.0,9.0,117480.0,906.55,10.0,9.0,22.0,0.0,16223.0,32511.0,0.0,0.0
21953.0,714.0,1.0,52244.0,561.63,14.0,50.0,15.0,0.0,5106.0,15662.0,0.0,0.0
